"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/antalya-elmali-gokpinar-kiralik/daire/691790-1497","12","9.000","12-05-2025","Kiralık Daire","1 +
                          1","100 m²","10
                        Yaşında","Çatı Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Elmalı İlçesinde Huzurevi Ve Devlet Hastanesi Yakınında 1+1 Sobalı Kiralık Daire","Antalya / Elmalı / Gökpınar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/5/2/0/0/3/4/5a32ebbb-c7bc-486e-b5f5-b1488de8cf40.jpg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-liman-kiralik/daire/134970-427","16","25.000","08-05-2025","Kiralık Daire","1 +
                          1","55 m²","7
                        Yaşında","3. Kat","","","","Turvilla'dan Konyaaltı Liman Aqua'da 1+1 Kiralık Daire","Antalya / Konyaaltı / Liman Mah.","https://www.hepsiemlak.com/emlak-ofisi/turvilla-134970","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/4/3/9/5/4/4/1746659957-045556-44593430.jpeg","Turvilla","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/9/4/3/1/c52422ed-f2c4-4660-a986-d8b396f0a8a1.jpeg"
"https://www.hepsiemlak.com/antalya-alanya-kestel-kiralik/daire/133424-129","16","12.000","10-05-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","3. Kat","","","","Kestel Mahallesi Kiralık Deniz Manzaralı Sıfır 1+1 Daire","Antalya / Alanya / Kestel Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/5/7/0/8/3/4/1733348807-596422-43807522.jpeg","",""
"https://www.hepsiemlak.com/antalya-serik-kadriye-kiralik/villa/142080-318","23","6.500","17-05-2025","Kiralık Villa","3 +
                          1","298 m²","1
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kadriye 3+1 Yeni Villa Kısa Süreli Kiralamaya Uygun","Antalya / Serik / Kadriye Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/7/9/8/1/4/4/7b3dd21e-ab62-417c-9386-1245830745bc.jpg","",""
"https://www.hepsiemlak.com/antalya-manavgat-ilica-kiralik/daire/147651-358","26","18.000","18-05-2025","Kiralık Daire","2 +
                          1","85 m²","1
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Manavgat Ilıcada Nezih 2+1 Kiralık Daire","Antalya / Manavgat / Ilıca Mah.","https://www.hepsiemlak.com/emlak-ofisi/tufan-gayrimenkul-147651","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/1/0/3/5/4/4/eef6433b65d31c1bae1543f5b97cfccc06c1afcf4b3e864863d8087db52af446812c6bcbbb3aea4e4fefe5ae5313ab7a.jpg","Tufan Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/5/6/7/4/1/d4127f07-f78f-4a51-92ac-87ee6be0a6ba.jpg"
"https://www.hepsiemlak.com/antalya-kemer-goynuk-kiralik/villa/156534-22","22","12.000","12-05-2025","Kiralık Villa","3 +
                          1","120 m²","1
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Tasarım Harikası Konsept Villa","Antalya / Kemer / Göynük Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/1/5/2/4/4/4/1743845523107-44425110.jpg","",""
"https://www.hepsiemlak.com/antalya-finike-kum-kiralik/daire/124680-848","15","12.000","20-05-2025","Kiralık Daire","1 +
                          1","52 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","^^kayra'dan Denize 200 Metre Kum Mahallesinde İskanlı Sıfır 1+1 Ara Kat 52 M2 Kiralık Daire..!!","Antalya / Finike / Kum Mah.","https://www.hepsiemlak.com/emlak-ofisi/kayra-emlak-124680","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/4/4/3/6/4/4/1747309439-258847-44634444.jpeg","Kayra Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/8/6/4/2/1/0b757af7-7922-45b2-a006-2e420025d069.jpg"
"https://www.hepsiemlak.com/antalya-kumluca-merkez-kiralik/daire/99705-525","14","16.000","12-05-2025","Kiralık Daire","2 +
                          1","100 m²","3
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kumluca Merkezde Kiralık 2+1 Daire","Antalya / Kumluca / Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/0/5/1/6/4/4/d3d3b138-871c-4eb3-9e0d-4132c7857e6e.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-kargicak-kiralik/residence/156754-27","12","11.000","13-05-2025","Kiralık Residence","1 +
                          1","69 m²","Sıfır Bina","2. Kat","","","","Kargıcakta Sıfır Geniş 1+1 Denize 300 Merhaba","Antalya / Alanya / Kargıcak Mah.","https://www.hepsiemlak.com/emlak-ofisi/emir-alanya-turizm-danismanlik-ticaret-limited-sir-156754","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/2/2/2/6/4/4/1747134660961-44622266.jpg","Emir Alanya Turizm Danışmanlık Ticaret Limited Şir","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/5/7/6/5/1/dd49ab8a-5e22-4160-9f82-97d573486158.jpg"
"https://www.hepsiemlak.com/antalya-manavgat-caglayan-kiralik/daire/158210-95","25","19.000","15-05-2025","Kiralık Daire","3 +
                          1","160 m²","11
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Edanur Emlaktan Devlet Hastanesi Üstü Arakat 3+1 Kiralık Daire","Antalya / Manavgat / Çağlayan Mah.","","","",""
"https://www.hepsiemlak.com/antalya-dosemealti-yenikoy-kiralik/daire/129199-546","15","15.000","06-05-2025","Kiralık Daire","2 +
                          1","95 m²","8
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Merkezde 2+1 Kiralık","Antalya / Döşemealtı / Yeniköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/kaya-emlak-otomotiv-129199","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/9/1/9/2/1/97616a91-c35f-4ca9-ab8f-d56d3e643322.jpeg","Kaya Emlak & Otomotiv",""
"https://www.hepsiemlak.com/antalya-finike-kum-kiralik/daire/152720-46","19","17.500","21-04-2025","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Havuzlu Site De Kiralık Lüks 2+1 Daire!","Antalya / Finike / Kum Mah.","","","",""
"https://www.hepsiemlak.com/antalya-kemer-goynuk-kiralik/mustakil-ev/156534-21","22","8.999","15-05-2025","Kiralık Müstakil Ev","2 +
                          1","110 m²","10
                        Yaşında","","","","","Kemer 'de Huzurlu Müstakil","Antalya / Kemer / Göynük Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/8/4/2/4/4/4/1743843059031-44424863.jpg","",""
"https://www.hepsiemlak.com/antalya-muratpasa-caglayan-kiralik/daire/155659-24","20","32.000","27-03-2025","Kiralık Daire","2 +
                          1","120 m²","15
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Lara Çağlayan’da Melissa Konutlarında  2+1 Kiralık Daire","Antalya / Muratpaşa / Çağlayan Mah.","https://www.hepsiemlak.com/emlak-ofisi/selectum-invest-155659","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/0/3/9/3/4/4/1743063567-126219-44393070.jpeg","Selectum Invest","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/5/6/5/5/1/8f6b0de9-83b3-4370-8082-48cf1bd025fd.jpg"
"https://www.hepsiemlak.com/antalya-konyaalti-molla-yusuf-kiralik/daire/53381-6236","38","28.000","25-03-2025","Kiralık Daire","2 +
                          1","88 m²","12
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Havuzlu K. Otoparklı Sıtede 2+1 Kıralık Daıre","Antalya / Konyaaltı / Molla Yusuf Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/2/4/8/3/4/4/614fb91d-4b4f-413c-a8f0-e790b542e045.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-kepez-kiralik/daire/10215-181","35","22.000","27-03-2025","Kiralık Daire","3 +
                          1","118 m²","1
                        Yaşında","10. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kepez Suryapı Sıfır Kiralık 3+1 Daire","Antalya / Kepez / Kepez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/0/7/1/3/3/4/72d1ca75-6477-40e7-a607-3caecce10681.jpg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-liman-kiralik/daire/0-44480681","12","21.000","29-04-2025","Kiralık Daire","1 +
                          1","60 m²","9
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Depozitosuz Antalya Limanda 1+1kiralık 60 M2 25 000 Tl","Antalya / Konyaaltı / Liman Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/6/0/8/4/4/4/35wkltSjYMI8Pjg4v16nC.jpg","",""
"https://www.hepsiemlak.com/antalya-muratpasa-fener-kiralik/daire/123949-98","26","25.000","01-05-2025","Kiralık Daire","2 +
                          1","90 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Lara Beyaz Dünya Karşısı 2+1","Antalya / Muratpaşa / Fener Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/7/2/3/5/4/4/1745665519493-44532729.jpg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-liman-kiralik/daire/134970-426","14","25.000","08-05-2025","Kiralık Daire","1 +
                          1","55 m²","7
                        Yaşında","3. Kat","","","","Turvilla'dan Konyaaltı Liman Aqua'da 1+1 Kiralık Daire","Antalya / Konyaaltı / Liman Mah.","https://www.hepsiemlak.com/emlak-ofisi/turvilla-134970","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/4/3/9/5/4/4/1746658564-140302-44593405.jpeg","Turvilla","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/9/4/3/1/c52422ed-f2c4-4660-a986-d8b396f0a8a1.jpeg"
"https://www.hepsiemlak.com/antalya-alanya-kestel-kiralik/daire/119217-748","26","15.000","06-05-2025","Kiralık Daire","3 +
                          1","135 m²","14
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Kestel De Kiralık 3+1 Geniş Manzaralı Kiralık Daire","Antalya / Alanya / Kestel Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/7/8/7/5/4/4/754e15c4-8dd3-4a8c-b4cd-e2c20c4dc8f4.jpg","",""
"https://www.hepsiemlak.com/antalya-kas-cavdir-kiralik/daire/0-44525513","10","12.000","28-04-2025","Kiralık Daire","3 +
                          1","130 m²","5
                        Yaşında","1. Kat","","","","Çavdır Kiralık Ev","Antalya / Kaş / Çavdır Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/5/5/2/5/4/4/1745520682645-44525513.jpg","",""
"https://www.hepsiemlak.com/antalya-kas-cukurbag-kiralik/villa/151018-30","35","50.000","14-05-2025","Kiralık Villa","3 +
                          1","200 m²","5
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kaş'ta Konforlu Özel Havuzlu Ve Lüks Kıralık Vılla","Antalya / Kaş / Çukurbağ Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/5/4/7/3/4/4/f53a4efb-8a1f-447c-9c7d-389792ffd62e.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-kargicak-kiralik/residence/156754-25","10","13.000","13-05-2025","Kiralık Residence","1 +
                          1","69 m²","Sıfır Bina","3. Kat","","","","Kargıcakta Sıfır Geniş 1+1 Full Aktiviteli","Antalya / Alanya / Kargıcak Mah.","https://www.hepsiemlak.com/emlak-ofisi/emir-alanya-turizm-danismanlik-ticaret-limited-sir-156754","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/0/2/2/6/4/4/1747133297954-44622050.jpg","Emir Alanya Turizm Danışmanlık Ticaret Limited Şir","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/5/7/6/5/1/dd49ab8a-5e22-4160-9f82-97d573486158.jpg"
"https://www.hepsiemlak.com/antalya-kumluca-yazir-kiralik/mustakil-ev/0-44657063","6","15.000","20-05-2025","Kiralık Müstakil Ev","2 +
                          1","65 m²","3
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Olymposta Sahile Yakın Bahçeli Ev","Antalya / Kumluca / Yazır Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/0/7/5/6/4/4/1747682027981-44657063.jpg","",""
"https://www.hepsiemlak.com/antalya-dosemealti-yesilbayir-kiralik/prefabrik/82376-94","10","17.000","09-04-2025","Kiralık Prefabrik","1 +
                          1","32 m²","3
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Yeşilbayır Da Bahçeki, Eşyalı 1+1 Kiralık","Antalya / Döşemealtı / Yeşilbayır Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/4/7/9/3/4/4/1743141917846-44397457.jpg","",""
"https://www.hepsiemlak.com/antalya-serik-bogazkent-kiralik/villa/147608-90","24","5.000","14-04-2025","Kiralık Villa","2 +
                          1","150 m²","15
                        Yaşında","","","","","Antalya Serik Boğazkent Mahallesi Mustakil Dubleks Villa","Antalya / Serik / Boğazkent Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/5/2/7/4/4/4/57ed8312-030d-40be-b52c-3dd2801d9c17.jpg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-hurma-kiralik/daire/131362-810","31","29.500","16-05-2025","Kiralık Daire","2 +
                          1","1.009 m²","4
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konyaaltı Hurma Mah 2+1 Eşyalı  Sitede Havuzlu Kiralık Daire","Antalya / Konyaaltı / Hurma Mah.","https://www.hepsiemlak.com/emlak-ofisi/realty-world-pro-team-131362","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/0/3/9/3/4/4/1743063501-352788-44393081.jpeg","Realty World Pro Team","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/6/3/1/3/1/870c5120-fbb7-45af-bfa2-2711f5953903.jpg"
"https://www.hepsiemlak.com/antalya-kepez-esentepe-kiralik/daire/34677-2162","42","16.000","09-04-2025","Kiralık Daire","3 +
                          1","135 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kepez Esentepe Şehir Hastanesi Yakını Sıfır Kiralık 3+1 Daire","Antalya / Kepez / Esentepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/hestia-gayrimenkul-34677","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/1/0/6/0/4/4/ae99af53-51be-4143-9fd8-fdec56eb8c75.jpg","Hestia Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/7/6/4/3/0/7ad56392-4fd9-4c48-be14-37eda7e6b0a1.jpg"
"https://www.hepsiemlak.com/antalya-alanya-mahmutlar-kiralik/daire/142040-246","7","10.000","20-05-2025","Kiralık Daire","1 +
                          1","70 m²","5
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Mira 7 Rezidans 1+1 Boş Kiralık Daire Mahmutlar","Antalya / Alanya / Mahmutlar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/4/9/3/6/4/4/9a077220-af53-4eed-9d4e-cf3975728447.jpg","",""
"https://www.hepsiemlak.com/antalya-gazipasa-yeni-kiralik/daire/137748-1222","34","18.000","15-05-2025","Kiralık Daire","3 +
                          1","190 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","D400 Üzerı 190mt2  3+1 Daire","Antalya / Gazipaşa / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-crystal-137748","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/0/4/8/2/4/4/5e6f60c0-c882-4e6d-8617-d778dd5e7830.jpg","Remax Crystal","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/4/7/7/3/1/c52bb63a-caad-4b17-a7e4-47dc81ae5e0f.jpg"
"https://www.hepsiemlak.com/antalya-dosemealti-bahceyaka-kiralik/daire/144523-449","23","10.000","14-05-2025","Kiralık Daire","1 +
                          1","45 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Döşemealtı Bahçeyakada 1+1 Yüksek Giriş Kat Kiralık Daire!","Antalya / Döşemealtı / Bahçeyaka Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/5/5/8/5/4/4/6b7bed0b-97ca-4bf2-ba3f-f044846bee00.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-gocerler-kiralik/daire/123766-728","38","21.000","25-04-2025","Kiralık Daire","4 +
                          1","200 m²","Sıfır Bina","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Göçerler'de Kiralık Hastane Yakını 4+1 Sıfır Bahçe Dubleks Daire","Antalya / Kepez / Göçerler Mah.","https://www.hepsiemlak.com/emlak-ofisi/07-baser-insaat-emlak-123766","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/6/5/3/3/4/4/1742026017516-44335685.jpg","07 Başer İnşaat Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/7/3/2/1/5508045e-162a-4e4c-accc-07314a91bed2.jpg"
"https://www.hepsiemlak.com/antalya-aksu-altintas-kiralik/daire/141367-23","24","20.000","01-05-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Lüks Sitede Yüksek Giriş Sıfır Eşyalı Havuz Manzaralı Daire","Antalya / Aksu / Altıntaş Mah.","https://www.hepsiemlak.com/emlak-ofisi/point-antalya-emlak-ins-san-tic-ltd-sti-141367","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/6/6/1/3/4/4/9626f52e-1921-400e-a59f-0497cb82644b.jpg","Point Antalya Emlak İnş. San. Tic. LTD. ŞTI","https://www.hepsiemlak.com/img/loadings/noImage55-55.png"
"https://www.hepsiemlak.com/antalya-kas-andifli-kiralik/yazlik/0-40772899","26","40.000","29-04-2025","Kiralık Yazlık","2 +
                          1","90 m²","10
                        Yaşında","Yüksek Giriş","","","","Kaş Şirinevler Apart 2+1","Antalya / Kaş / Andifli Mah.","","","",""
"https://www.hepsiemlak.com/antalya-alanya-oba-kiralik/daire/95340-2009","22","15.000","21-04-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Oba Mahallesinde 1+1 Site İçi Havuzlu Kiralık Daire","Antalya / Alanya / Oba Mah.","","","",""
"https://www.hepsiemlak.com/antalya-dosemealti-yenikoy-kiralik/daire/129199-545","12","12.000","06-05-2025","Kiralık Daire","2 +
                          1","80 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Hastaneye Yakın Amerikan Mutfak 2+1 Yüksek Giriş","Antalya / Döşemealtı / Yeniköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/kaya-emlak-otomotiv-129199","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/9/1/9/2/1/97616a91-c35f-4ca9-ab8f-d56d3e643322.jpeg","Kaya Emlak & Otomotiv",""
"https://www.hepsiemlak.com/antalya-aksu-altintas-kiralik/daire/69240-321","8","14.500","19-05-2025","Kiralık Daire","1 +
                          1","50 m²","1
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Dairemiz 1+1","Antalya / Aksu / Altıntaş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/4/5/5/6/4/4/1747660140-078366-44655424.jpeg","",""
"https://www.hepsiemlak.com/antalya-kepez-kultur-kiralik/daire/34677-2168","30","13.500","20-05-2025","Kiralık Daire","2 +
                          1","100 m²","3
                        Yaşında","Bodrum","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kültür' De Kiralık 2+1 Akdeniz Üniversitesine Yakın Daire","Antalya / Kepez / Kültür Mah.","https://www.hepsiemlak.com/emlak-ofisi/hestia-gayrimenkul-34677","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/8/1/4/1/4/4/1746452788-792583-44141815.jpeg","Hestia Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/7/6/4/3/0/7ad56392-4fd9-4c48-be14-37eda7e6b0a1.jpg"
"https://www.hepsiemlak.com/antalya-alanya-cikcilli-kiralik/daire/0-44549166","12","12.000","21-05-2025","Kiralık Daire","1 +
                          1","44 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kestelde Deniz Manzaralı 1+1 Kiralık Daire","Antalya / Alanya / Cikcilli Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/1/9/4/5/4/4/1745954423-729155-44549166.jpeg","",""
"https://www.hepsiemlak.com/antalya-alanya-mahmutlar-kiralik/daire/151500-49","9","13.000","07-05-2025","Kiralık Daire","2 +
                          1","120 m²","15
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Mahmutlarda 2+1 Site İçi Havuzlu Kiralık Daire","Antalya / Alanya / Mahmutlar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/6/3/4/5/4/4/1745882886-094315-44543682.jpeg","",""
"https://www.hepsiemlak.com/antalya-serik-kadriye-kiralik/daire/136963-227","1","18.000","19-05-2025","Kiralık Daire","1 +
                          1","73 m²","10
                        Yaşında","2. Kat","","","","Kadriye Havuzlu Site İçerisinde Eşyalı 1+1  Daire","Antalya / Serik / Kadriye Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/8/7/8/4/3/4/b2f43cff-42a3-4f6f-9c70-9c4072495f31.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-camlibel-kiralik/mustakil-ev/144523-448","14","12.000","06-05-2025","Kiralık Müstakil Ev","2 +
                          1","85 m²","4
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kepez Çamlıbelde Kiralık Müstakil Daire 2+1 Bahçeli","Antalya / Kepez / Çamlıbel Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/3/5/8/5/4/4/f5aa7168-6714-4363-b615-effe35b6759f.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-incekum-kiralik/daire/156758-18","14","10.000","07-05-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire","Antalya / Alanya / İncekum Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/6/6/3/5/4/4/1745761966-1604052-44536682.jpeg","",""
"https://www.hepsiemlak.com/antalya-finike-kum-kiralik/daire/128500-260","13","12.000","08-05-2025","Kiralık Daire","1 +
                          1","62 m²","Sıfır Bina","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Finike Kum Mahallesi'nde 1+1 Sıfır Kiralık Daire","Antalya / Finike / Kum Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/5/7/5/0/4/4/ad07b052-3cdc-4122-9b91-d22aee547363.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-kestel-kiralik/daire/133424-190","27","18.000","03-05-2025","Kiralık Daire","2 +
                          1","105 m²","Sıfır Bina","2. Kat","","","","Kiralık 2+1 Daire","Antalya / Alanya / Kestel Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/8/5/4/5/4/4/1745922678-0699039-44545815.jpeg","",""
